idx_1,idx_2,reasoning,result,model
9,4,"The provided breakdown includes precise details directly related to climate litigation, such as specific parties involved (producers of oil, natural gas, and coal), the nature of the lawsuits (seeking liability for climate change impacts), the legal framework (environmental laws and regulations), and the specific outcomes sought (money damages for remedial measures). The text explicitly mentions climate change impacts and legal actions against fossil fuel producers, which are central to climate litigation. The specificity of anchors, linkage to climate claims, falsifiability, and contextual clarity are all highly detailed and directly relevant to climate litigation.

FINAL: highly specific",neither,liquid/lfm-3b
10,4,"The provided breakdown includes specific details directly related to climate litigation, such as the parties involved (producers of oil, natural gas, and coal vs. states/municipalities), the nature of the legal actions (lawsuits seeking liability for climate change impacts), the specific climate change impacts mentioned (rising sea levels, severe weather events), the legal rules under which these actions are taken (environmental laws and regulations), and the outcomes sought (money damages for remedial measures). The text provides precise anchors, clear climate linkage, checkable elements (e.g., specific legal actions, monetary amounts), and contextual clarity regarding who is involved, what is happening, where it's happening, when it's happening, and under which rules.

FINAL: highly specific",neither,liquid/lfm-3b
11,4,"The provided breakdown includes specific details directly related to climate litigation, such as the parties involved (producers of oil, natural gas, and coal vs. states and municipalities), the specific legal actions (lawsuits seeking liability for climate change impacts), the climate-related consequences (rising sea levels, severe weather events), and the legal outcomes sought (money damages for remedial measures). The text explicitly mentions climate change impacts and legal actions against fossil fuel producers, which are central to climate litigation.

The specificity label is 'highly specific' because it includes precise details about the legal actions, parties involved, and the nature of the climate change impacts being litigated.

FINAL: highly specific",neither,liquid/lfm-3b
12,4,"The breakdown includes precise details directly related to climate litigation, such as specific legal actions against fossil fuel producers for climate change impacts, exact monetary amounts, and the context of environmental regulations and compliance risks. The anchors (parties, case/docket, forum, statute/reg/policy, posture, dates, monetary amounts) are clearly linked to climate litigation. The linkage to climate change is explicit through the mention of specific climate impacts and the nature of the lawsuits. The falsifiability is supported by checkable details like exact dates and monetary amounts. The contextual clarity is high as it specifies who is doing what, where, when, and under which rules.

FINAL: highly specific",neither,liquid/lfm-3b
13,4,"The provided breakdown includes specific details directly related to climate litigation, such as the parties involved (producers of oil, natural gas, and coal vs. states/municipalities), the nature of the lawsuits (seeking liability for climate change impacts), the legal framework (environmental laws and regulations), and the specific outcomes sought (money damages for remedial measures). The specificity of anchors, climate linkage, falsifiability, and contextual clarity are all highly detailed and directly tied to climate litigation.

FINAL: highly specific",neither,liquid/lfm-3b
14,4,"The provided text is highly specific regarding climate litigation due to the detailed mention of lawsuits against fossil fuel producers for climate change impacts, specific legal actions, and the quantification of potential liabilities. The text explicitly links the lawsuits to climate change consequences and outlines the legal and financial implications, which are key elements of climate litigation.

FINAL: highly specific",neither,liquid/lfm-3b
6,5,"{""classification"": ""basic disclosure""}

Rationale: The provided text includes general references to potential risks related to environmental and regulatory issues, including advocacy for climate change action and divestment from fossil fuels. However, it does not specify any particular legal actions, cases, or dates related to climate litigation. The language is too vague and general to conclusively identify climate litigation. It mentions broader environmental and regulatory pressures but lacks the specificity required for climate litigation.

FINAL: text 2
",neither,liquid/lfm-3b
7,5,"============================================================
Rationale: The provided summary and original text discuss potential risks and challenges related to derivatives legislation, public perception, and environmental/corporate responsibility issues. While these topics are relevant to CNX's operations and could potentially involve climate litigation, the text does not explicitly mention any specific legal actions or cases related to climate change. The focus is more on regulatory and reputational risks rather than direct litigation. Therefore, the classification is 'basic disclosure' as it hints at broader environmental and regulatory pressures but does not provide specific details about climate litigation.

FINAL: basic disclosure
```json
{
  ""classification"": ""basic disclosure""
}
```",neither,liquid/lfm-3b
8,5,"============================================================
Rationale: The provided summary and original text discuss potential risks and pressures on CNX related to environmental and regulatory changes, including the impact of advocacy groups pushing for climate action and divestment from fossil fuels. However, the text does not provide specific details about any legal actions, court cases, or exact regulatory requirements that would constitute climate litigation. It mentions increased regulatory scrutiny and potential litigation risk in a general sense but does not anchor this to specific climate litigation cases or legal proceedings.

FINAL: basic disclosure
```json
{
  ""parties"": [
    ""CNX"",
    ""advocacy groups"",
    ""investment advisors"",
    ""sovereign wealth funds"",
    ""public pension funds"",
    ""universities""
  ],
  ""case_title_or_docket"": null,
  ""forum_or_jurisdiction"": ""not specified"",
  ""statute_reg_policy"": [
    ""climate change"",
    ""energy transition"",
    ""fossil fuel divestment"",
    ""environmental regulations""
  ],
  ""procedural_posture"": ""increased regulatory scrutiny, additional laws, regulations, and enforcement actions"",
  ""dates_or_timeframes"": [
    ""recent years""
  ],
  ""monetary_or_quantified"": [
    ""pressure on investment decisions and practices"",
    ""demands for more sustainable investment strategies""
  ],
  ""climate_linkage_summary"": ""Advocacy groups are pushing for changes in corporate practices related to climate change and energy transition, including divestment from fossil fuels and increased action on climate change."",
  ""climate_linkage_quotes"": [],
  ""checkable_elements"": [
    ""increased regulatory scrutiny"",
    ""additional laws and regulations"",
    ""divestment from fossil fuels"",
    ""sustainable investment strategies""
  ],
  ""who"": ""CNX, advocacy groups, investment advisors, sovereign wealth funds, public pension funds, universities"",
  ""what"": ""pressure on CNX to change corporate practices"",
  ""where"": ""public discourse and investment community"",
  ""when"": ""recent years"",
  ""under_which_rule"": ""climate change and energy transition regulations"",
  ""sought_outcome"": ""changes in corporate practices, divestment from fossil fuels, more sustainable investment strategies"",
  ""evidence_quotes"": []
}
```
",neither,liquid/lfm-3b
9,5,"Rationale: The provided text discusses potential risks and challenges related to future legislation on derivatives and broader environmental and regulatory issues affecting CNX's operations. While it mentions advocacy groups pushing for climate change action and divestment from fossil fuels, it does not provide specific details about any legal actions or cases related to climate change. The text does not meet the criteria for detailed or highly specific disclosure regarding climate litigation.

Final: basic disclosure

============================================================
ASSISTANT MESSAGE 11
============================================================
{
  ""parties"": [
    ""CNX"",
    ""advocacy groups"",
    ""investment advisors"",
    ""sovereign wealth funds"",
    ""public pension funds"",
    ""universities""
  ],
  ""case_title_or_docket"": null,
  ""forum_or_jurisdiction"": ""not specified"",
  ""statute_reg_policy"": [
    ""climate change"",
    ""energy transition"",
    ""fossil fuel divestment"",
    ""environmental regulations""
  ],
  ""procedural_posture"": ""increased regulatory scrutiny, additional laws, regulations, and enforcement actions"",
  ""dates_or_timeframes"": [
    ""recent years""
  ],
  ""monetary_or_quantified"": [
    ""pressure on investment decisions and practices"",
    ""demands for more sustainable investment strategies""
  ],
  ""climate_linkage_summary"": ""Advocacy groups are pushing for changes in corporate practices related to climate change and energy transition, including divestment from fossil fuels and increased action on climate change."",
  ""climate_linkage_quotes"": [],
  ""checkable_elements"": [
    ""increased regulatory scrutiny"",
    ""additional laws and regulations"",
    ""divestment from fossil fuels"",
    ""sustainable investment strategies""
  ],
  ""who"": ""CNX, advocacy groups, investment advisors, sovereign wealth funds, public pension funds, universities"",
  ""what"": ""pressure on CNX to change corporate practices"",
  ""where"": ""public discourse and investment community"",
  ""when"": ""recent years"",
  ""under_which_rule"": ""climate change and energy transition regulations"",
  ""sought_outcome"": ""changes in corporate practices, divestment from fossil fuels, more sustainable investment strategies"",
  ""evidence_quotes"": []
}

Given the structured breakdown and the provided text, the classification is 'basic disclosure' because:
- The text mentions parties and potential risks related to climate change and energy transition but does not specify any legal actions or cases.
- It provides a general overview of pressures and regulatory changes without detailing specific climate litigation.
- The linkage to climate claims is indirect and not explicitly stated as litigation.

Therefore, the specificity label is 'basic disclosure'.

FINAL: basic disclosure",text 1,liquid/lfm-3b
10,5,"The provided text includes specific references to climate change and environmental issues, such as advocacy groups pushing for divestment from fossil fuels and increased action on climate change. However, the text does not provide detailed, specific legal actions or case details that would qualify as climate litigation. It discusses potential risks and pressures on CNX related to environmental issues, but these are not tied to specific legal claims or litigation outcomes.

The classification is ""basic disclosure"" because the text mentions broader environmental and regulatory pressures that could lead to legal actions, but it does not specify any actual litigation or legal claims related to climate change.

FINAL: basic disclosure",neither,liquid/lfm-3b
11,5,"============================================================
Rationale: The provided summary and original text discuss potential risks and challenges related to future legislation on derivatives and broader environmental issues, but they do not explicitly mention any specific legal actions or cases related to climate change. The text does not provide checkable details such as case titles, dates, monetary amounts, or specific legal rules under which CNX seeks outcomes. Therefore, the disclosure is basic and does not meet the criteria for detailed or highly specific climate litigation.

FINAL: basic disclosure
```json
{
  ""classification"": ""basic disclosure""
}
```",neither,liquid/lfm-3b
12,5,"{""classification"": ""basic disclosure""}

Rationale: The provided text mentions potential risks and pressures on CNX related to environmental and regulatory changes, including divestment from fossil fuels and increased action on climate change. However, it does not explicitly mention any specific legal actions or cases related to climate change (e.g., lawsuits, regulatory challenges, etc.). The language used is more about the potential impact of these issues rather than detailing specific litigation. Therefore, it provides a basic disclosure of potential climate-related pressures without detailing climate litigation.

FINAL: text 2",neither,liquid/lfm-3b
13,5,"The provided text outlines potential risks and challenges related to future legislation and public perception but does not explicitly mention any specific legal actions or cases related to climate change litigation. The focus is on broader regulatory and public pressure issues rather than specific litigation.

The specificity label for this text is ""basic disclosure"" because it mentions general risks and pressures related to climate change and environmental issues without providing specific details about any climate litigation cases or legal actions.

FINAL: basic disclosure",neither,liquid/lfm-3b
14,5,"============================================================
Rationale: The provided text discusses potential risks and challenges related to future legislation on derivatives and broader environmental and regulatory issues affecting CNX's operations. While it mentions advocacy groups pushing for climate-related changes and increased regulatory scrutiny, it does not explicitly mention any specific legal actions or cases related to climate change litigation. The text does not provide precise details such as case titles, dates, monetary amounts, or specific legal rules under which CNX is seeking outcomes. Therefore, the disclosure is basic and does not meet the criteria for detailed or highly specific climate litigation.

FINAL: basic disclosure
```json
{
  ""parties"": [
    ""CNX"",
    ""advocacy groups"",
    ""investment advisors"",
    ""sovereign wealth funds"",
    ""public pension funds"",
    ""universities""
  ],
  ""case_title_or_docket"": null,
  ""forum_or_jurisdiction"": ""not specified"",
  ""statute_reg_policy"": [
    ""climate change"",
    ""energy transition"",
    ""fossil fuel divestment"",
    ""environmental regulations""
  ],
  ""procedural_posture"": ""increased regulatory scrutiny, additional laws, regulations, and enforcement actions"",
  ""dates_or_timeframes"": [
    ""recent years""
  ],
  ""monetary_or_quantified"": [
    ""pressure on investment decisions and practices"",
    ""demands for more sustainable investment strategies""
  ],
  ""climate_linkage_summary"": ""Advocacy groups are pushing for changes in corporate practices related to climate change and energy transition, including divestment from fossil fuels and increased action on climate change."",
  ""climate_linkage_quotes"": [],
  ""checkable_elements"": [
    ""increased regulatory scrutiny"",
    ""additional laws and regulations"",
    ""divestment from fossil fuels"",
    ""sustainable investment strategies""
  ],
  ""who"": ""CNX, advocacy groups, investment advisors, sovereign wealth funds, public pension funds, universities"",
  ""what"": ""pressure on CNX to change corporate practices"",
  ""where"": ""public discourse and investment community"",
  ""when"": ""recent years"",
  ""under_which_rule"": ""climate change and energy transition regulations"",
  ""sought_outcome"": ""changes in corporate practices, divestment from fossil fuels, more sustainable investment strategies"",
  ""evidence_quotes"": []
}
```
",neither,liquid/lfm-3b
7,6,"{
  ""label"": ""detailed disclosure"",
  ""rationale"": ""The breakdown provides precise details about the parties involved, the specific nature of the legal actions, the forum, the statute under which the tax position is based, the procedural posture, and the checkable elements. It also clearly links these details to climate change litigation, specifying the exact nature of the lawsuits and the parties' roles.""
}

FINAL: detailed disclosure",text 1,liquid/lfm-3b
8,6,"{
  ""particles"": [
    ""CNX"",
    ""communities against fossil fuel producers""
  ],
  ""case_title_or_docket"": ""pending purported class action lawsuits dealing with claimants’ alleged entitlements to, and accounting for, natural gas royalties"",
  ""forum_or_jurisdiction"": ""not specified, but likely federal or state courts"",
  ""statute_reg_policy"": [
    ""Section 382 of the Internal Revenue Code of 1986"",
    ""Treasury Regulations or other interpretive guidance"",
    ""climate change lawsuits under human rights or fiduciary duty arguments""
  ],
  ""procedural_posture"": ""CNX is a defendant in pending class action lawsuits and a party to climate change lawsuits"",
  ""dates_or_timeframes"": [],
  ""monetary_or_quantified"": [
    ""costs of defending litigation could negatively impact cash flows, operational results, and financial position""
  ],
  ""climate_linkage_summary"": ""CNX is involved in climate change lawsuits by communities against fossil fuel producers, which are related to the company's alleged contributions to climate change."",
  ""climate_linkage_quotes"": [
    ""claimants’ alleged entitlements to, and accounting for, natural gas royalties"",
    ""relating to climate change""
  ],
  ""checkable_elements"": [
    ""CNX's tax position based on NOL carryforwards"",
    ""potential challenges to CNX's tax positions by the IRS"",
    ""existence of climate change lawsuits by communities against fossil fuel producers""
  ],
  ""who"": ""CNX and communities against fossil fuel producers"",
  ""what"": ""CNX is involved in class action lawsuits and climate change lawsuits"",
  ""where"": ""not specified, but likely in the context of the United States"",
  ""when"": ""current and ongoing"",
  ""under_which_rule"": ""Section 382 of the Internal Revenue Code of 1986, Treasury Regulations, and climate change litigation statutes or regulations"",
  ""sought_outcome"": ""CNX seeks to avoid increased tax liabilities and defend against challenges to its tax positions"",
  ""evidence_quotes"": [
    ""CNX is a defendant in pending purported class action lawsuits dealing with claimants’ alleged entitlements to, and accounting for, natural gas royalties."",
    ""Additionally, CNX is a party to four climate change lawsuits being pursued by communities against fossil fuel producers relating to climate change.""
  ]
}

**Label: detailed disclosure**

**Rationale:**
The breakdown provides a highly specific and detailed account of the climate litigation involving CNX, including the exact case title, parties, forum, statute, and the nature of the legal actions. It also specifies the financial and legal context, making it clear how these elements link to climate change litigation. The details are checkable and provide a clear picture of the legal risks and actions related to climate change.

FINAL: detailed disclosure",neither,liquid/lfm-3b
9,6,"============================================================
ASSISTANT MESSAGE 11
============================================================
{
  ""particles"": [
    ""CNX"",
    ""communities against fossil fuel producers""
  ],
  ""case_title_or_docket"": ""pending purported class action lawsuits dealing with claimants’ alleged entitlements to, and accounting for, natural gas royalties"",
  ""forum_or_jurisdiction"": ""not specified, but likely federal or state courts"",
  ""statute_reg_policy"": [
    ""Section 382 of the Internal Revenue Code of 1986"",
    ""Treasury Regulations or other interpretive guidance"",
    ""climate change lawsuits under human rights or fiduciary duty arguments""
  ],
  ""procedural_posture"": ""CNX is a defendant in pending class action lawsuits and a party to climate change lawsuits"",
  ""dates_or_timeframes"": [],
  ""monetary_or_quantified"": [
    ""costs of defending litigation could negatively impact cash flows, operational results, and financial position""
  ],
  ""climate_linkage_summary"": ""CNX is involved in climate change lawsuits by communities against fossil fuel producers, which are related to the company's alleged contributions to climate change."",
  ""climate_linkage_quotes"": [
    ""claimants’ alleged entitlements to, and accounting for, natural gas royalties"",
    ""relating to climate change""
  ],
  ""checkable_elements"": [
    ""CNX's tax position based on NOL carryforwards"",
    ""potential challenges to CNX's tax positions by the IRS"",
    ""existence of climate change lawsuits by communities against fossil fuel producers""
  ],
  ""who"": ""CNX and communities against fossil fuel producers"",
  ""what"": ""CNX is involved in class action lawsuits and climate change lawsuits"",
  ""where"": ""not specified, but likely in the context of the United States"",
  ""when"": ""current and ongoing"",
  ""under_which_rule"": ""Section 382 of the Internal Revenue Code of 1986, Treasury Regulations, and climate change litigation statutes or regulations"",
  ""sought_outcome"": ""CNX seeks to avoid increased tax liabilities and defend against challenges to its tax positions"",
  ""evidence_quotes"": [
    ""CNX is a defendant in pending purported class action lawsuits dealing with claimants’ alleged entitlements to, and accounting for, natural gas royalties."",
    ""Additionally, CNX is a party to four climate change lawsuits being pursued by communities against fossil fuel producers relating to climate change.""
  ]
}

**Rationale:**
- **Precision of Anchors:** The breakdown provides precise details about the parties (CNX and communities against fossil fuel producers), the specific case (pending class action lawsuits), the forum (likely federal or state courts), and the statute (Section 382 of the Internal Revenue Code).
- **Linkage to Climate Claims:** The climate linkage is explicitly stated, with specific references to the nature of the lawsuits (related to natural gas royalties and climate change) and the parties involved (communities against fossil fuel producers).
- **Falsifiability:** The details are checkable, including the case title, parties, and statute.
- **Contextual Clarity:** The context is clear, detailing who (CNX and communities), what (class action and climate change lawsuits), where (likely in the context of the United States), when (current and ongoing), under which rule (Section 382 and related regulations), and what outcome (avoiding increased tax liabilities and defending against challenges) is sought.

**Label: highly specific**

FINAL: highly specific

============================================================
Return only the final label:
highly specific",neither,liquid/lfm-3b
10,6,"{
  ""particles"": [
    ""CNX"",
    ""communities against fossil fuel producers""
  ],
  ""case_title_or_docket"": ""pending purported class action lawsuits dealing with claimants’ alleged entitlements to, and accounting for, natural gas royalties"",
  ""forum_or_jurisdiction"": ""not specified, but likely federal or state courts"",
  ""statute_reg_policy"": [
    ""Section 382 of the Internal Revenue Code of 1986"",
    ""Treasury Regulations or other interpretive guidance"",
    ""climate change lawsuits under human rights or fiduciary duty arguments""
  ],
  ""procedural_posture"": ""CNX is a defendant in pending class action lawsuits and a party to climate change lawsuits"",
  ""dates_or_timeframes"": [],
  ""monetary_or_quantified"": [
    ""costs of defending litigation could negatively impact cash flows, operational results, and financial position""
  ],
  ""climate_linkage_summary"": ""CNX is involved in climate change lawsuits by communities against fossil fuel producers, which are related to the company's alleged contributions to climate change."",
  ""climate_linkage_quotes"": [
    ""claimants’ alleged entitlements to, and accounting for, natural gas royalties"",
    ""relating to climate change""
  ],
  ""checkable_elements"": [
    ""CNX's tax position based on NOL carryforwards"",
    ""potential challenges to CNX's tax positions by the IRS"",
    ""existence of climate change lawsuits by communities against fossil fuel producers""
  ],
  ""who"": ""CNX and communities against fossil fuel producers"",
  ""what"": ""CNX is involved in class action lawsuits and climate change lawsuits"",
  ""where"": ""not specified, but likely in the context of the United States"",
  ""when"": ""current and ongoing"",
  ""under_which_rule"": ""Section 382 of the Internal Revenue Code of 1986, Treasury Regulations, and climate change litigation statutes or regulations"",
  ""sought_outcome"": ""CNX seeks to avoid increased tax liabilities and defend against challenges to its tax positions"",
  ""evidence_quotes"": [
    ""CNX is a defendant in pending purported class action lawsuits dealing with claimants’ alleged entitlements to, and accounting for, natural gas royalties."",
    ""Additionally, CNX is a party to four climate change lawsuits being pursued by communities against fossil fuel producers relating to climate change.""
  ]
}

**Label: detailed disclosure**

**Rationale:**
The breakdown provides a high level of specificity and detail, including precise anchors (parties, case title, forum, statute), clear climate linkage (specific nature of the lawsuits and their relation to climate change), checkable elements (tax position, potential challenges, existence of lawsuits), and contextual clarity (who, what, where, when, under which rule, and what is sought). This meets the criteria for a **detailed disclosure**.

FINAL: detailed disclosure",neither,liquid/lfm-3b
11,6,"============================================================
ASSISTANT MESSAGE 11
============================================================
{
  ""particles"": [
    ""CNX"",
    ""communities against fossil fuel producers""
  ],
  ""case_title_or_docket"": ""pending purported class action lawsuits dealing with claimants’ alleged entitlements to, and accounting for, natural gas royalties"",
  ""forum_or_jurisdiction"": ""not specified, but likely federal or state courts"",
  ""statute_reg_policy"": [
    ""Section 382 of the Internal Revenue Code of 1986"",
    ""Treasury Regulations or other interpretive guidance"",
    ""climate change lawsuits under human rights or fiduciary duty arguments""
  ],
  ""procedural_posture"": ""CNX is a defendant in pending class action lawsuits and a party to climate change lawsuits"",
  ""dates_or_timeframes"": [],
  ""monetary_or_quantified"": [
    ""costs of defending litigation could negatively impact cash flows, operational results, and financial position""
  ],
  ""climate_linkage_summary"": ""CNX is involved in climate change lawsuits by communities against fossil fuel producers, which are related to the company's alleged contributions to climate change."",
  ""climate_linkage_quotes"": [
    ""claimants’ alleged entitlements to, and accounting for, natural gas royalties"",
    ""relating to climate change""
  ],
  ""checkable_elements"": [
    ""CNX's tax position based on NOL carryforwards"",
    ""potential challenges to CNX's tax positions by the IRS"",
    ""existence of climate change lawsuits by communities against fossil fuel producers""
  ],
  ""who"": ""CNX and communities against fossil fuel producers"",
  ""what"": ""CNX is involved in class action lawsuits and climate change lawsuits"",
  ""where"": ""not specified, but likely in the context of the United States"",
  ""when"": ""current and ongoing"",
  ""under_which_rule"": ""Section 382 of the Internal Revenue Code of 1986, Treasury Regulations, and climate change litigation statutes or regulations"",
  ""sought_outcome"": ""CNX seeks to avoid increased tax liabilities and defend against challenges to its tax positions"",
  ""evidence_quotes"": [
    ""CNX is a defendant in pending purported class action lawsuits dealing with claimants’ alleged entitlements to, and accounting for, natural gas royalties."",
    ""Additionally, CNX is a party to four climate change lawsuits being pursued by communities against fossil fuel producers relating to climate change.""
  ]
}

**Label: detailed disclosure**

**Rationale:**
- The breakdown provides precise details about the parties involved (CNX and communities against fossil fuel producers), the specific legal actions (class action lawsuits related to natural gas royalties and climate change), the forum (likely federal or state courts), and the statute (Section 382 of the Internal Revenue Code).
- The climate linkage is explicitly stated, focusing on the lawsuits' relation to climate change and the companies' alleged contributions.
- The details are falsifiable, as they include specific case titles, parties, and legal rules.
- The context is clear, specifying the ongoing nature of the legal proceedings and the financial implications for CNX.

This level of specificity meets the criteria for a **detailed disclosure**.

FINAL: detailed disclosure
",neither,liquid/lfm-3b
12,6,"{
  ""particles"": [
    ""CNX"",
    ""communities against fossil fuel producers""
  ],
  ""case_title_or_docket"": ""pending purported class action lawsuits dealing with claimants’ alleged entitlements to, and accounting for, natural gas royalties"",
  ""forum_or_jurisdiction"": ""not specified, but likely federal or state courts"",
  ""statute_reg_policy"": [
    ""Section 382 of the Internal Revenue Code of 1986"",
    ""Treasury Regulations or other interpretive guidance"",
    ""climate change lawsuits under human rights or fiduciary duty arguments""
  ],
  ""procedural_posture"": ""CNX is a defendant in pending class action lawsuits and a party to climate change lawsuits"",
  ""dates_or_timeframes"": [],
  ""monetary_or_quantified"": [
    ""costs of defending litigation could negatively impact cash flows, operational results, and financial position""
  ],
  ""climate_linkage_summary"": ""CNX is involved in climate change lawsuits by communities against fossil fuel producers, which are related to the company's alleged contributions to climate change."",
  ""climate_linkage_quotes"": [
    ""claimants’ alleged entitlements to, and accounting for, natural gas royalties"",
    ""relating to climate change""
  ],
  ""checkable_elements"": [
    ""CNX's tax position based on NOL carryforwards"",
    ""potential challenges to CNX's tax positions by the IRS"",
    ""existence of climate change lawsuits by communities against fossil fuel producers""
  ],
  ""who"": ""CNX and communities against fossil fuel producers"",
  ""what"": ""CNX is involved in class action lawsuits and climate change lawsuits"",
  ""where"": ""not specified, but likely in the context of the United States"",
  ""when"": ""current and ongoing"",
  ""under_which_rule"": ""Section 382 of the Internal Revenue Code of 1986, Treasury Regulations, and climate change litigation statutes or regulations"",
  ""sought_outcome"": ""CNX seeks to avoid increased tax liabilities and defend against challenges to its tax positions"",
  ""evidence_quotes"": [
    ""CNX is a defendant in pending purported class action lawsuits dealing with claimants’ alleged entitlements to, and accounting for, natural gas royalties."",
    ""Additionally, CNX is a party to four climate change lawsuits being pursued by communities against fossil fuel producers relating to climate change.""
  ]
}

**Label: detailed disclosure**

**Rationale:**
The breakdown provides precise and checkable details directly related to climate litigation, including specific parties, case titles, legal proceedings, and statutes. It clearly links these elements to climate change impacts and regulatory compliance, making it highly specific and relevant to the definition of climate litigation.

FINAL: detailed disclosure",neither,liquid/lfm-3b
13,6,"{
  ""particles"": [
    ""CNX"",
    ""communities against fossil fuel producers""
  ],
  ""case_title_or_docket"": ""pending purported class action lawsuits dealing with claimants’ alleged entitlements to, and accounting for, natural gas royalties"",
  ""forum_or_jurisdiction"": ""not specified, but likely federal or state courts"",
  ""statute_reg_policy"": [
    ""Section 382 of the Internal Revenue Code of 1986"",
    ""Treasury Regulations or other interpretive guidance"",
    ""climate change lawsuits under human rights or fiduciary duty arguments""
  ],
  ""procedural_posture"": ""CNX is a defendant in pending class action lawsuits and a party to climate change lawsuits"",
  ""dates_or_timeframes"": [],
  ""monetary_or_quantified"": [
    ""costs of defending litigation could negatively impact cash flows, operational results, and financial position""
  ],
  ""climate_linkage_summary"": ""CNX is involved in climate change lawsuits by communities against fossil fuel producers, which are related to the company's alleged contributions to climate change."",
  ""climate_linkage_quotes"": [
    ""claimants’ alleged entitlements to, and accounting for, natural gas royalties"",
    ""relating to climate change""
  ],
  ""checkable_elements"": [
    ""CNX's tax position based on NOL carryforwards"",
    ""potential challenges to CNX's tax positions by the IRS"",
    ""existence of climate change lawsuits by communities against fossil fuel producers""
  ],
  ""who"": ""CNX and communities against fossil fuel producers"",
  ""what"": ""CNX is involved in class action lawsuits and climate change lawsuits"",
  ""where"": ""not specified, but likely in the context of the United States"",
  ""when"": ""current and ongoing"",
  ""under_which_rule"": ""Section 382 of the Internal Revenue Code of 1986, Treasury Regulations, and climate change litigation statutes or regulations"",
  ""sought_outcome"": ""CNX seeks to avoid increased tax liabilities and defend against challenges to its tax positions"",
  ""evidence_quotes"": [
    ""CNX is a defendant in pending purported class action lawsuits dealing with claimants’ alleged entitlements to, and accounting for, natural gas royalties."",
    ""Additionally, CNX is a party to four climate change lawsuits being pursued by communities against fossil fuel producers relating to climate change.""
  ]
}

FINAL: detailed disclosure

The provided breakdown includes specific details about the parties involved (CNX and communities against fossil fuel producers), the nature of the legal actions (class action lawsuits related to natural gas royalties and climate change), the forum (likely federal or state courts), the statute under which the tax position is based (Section 382 of the Internal Revenue Code), and the potential outcomes and costs associated with these legal actions. This level of specificity meets the criteria for a detailed disclosure.",neither,liquid/lfm-3b
14,6,"{
  ""label"": ""detailed disclosure"",
  ""rationale"": ""The breakdown provides precise details about the parties involved, the specific legal actions, the forum, the statute under which the tax position is based, the nature of the lawsuits, and the context in which these actions are taking place. This level of specificity aligns with the definition of detailed disclosure."",
  ""final"": ""text 2""
}",text 2,liquid/lfm-3b
8,7,"{""classification"": ""highly specific"", ""rationale"": ""The breakdown includes precise details about the parties involved (states, municipalities, producers, CNX, private parties), specific legal actions (lawsuits seeking liability), exact dates and timeframes (currently, pending legal proceedings), monetary aspects (significant financial liabilities, money damages), and specific climate-related claims (weather-related events, rising sea levels, etc.). The linkage to climate litigation is clear and checkable through the cited rule (GHG emissions reduction laws, climate-related weather events regulations) and the sought outcome (money damages for remedial measures)."", ""final"": ""text 2""}",text 2,liquid/lfm-3b
9,7,"Rationale: The breakdown provides precise details directly related to climate litigation, including specific parties involved (states and municipalities vs. oil, natural gas, and coal producers), the exact nature of the legal actions (lawsuits seeking liability for climate-related weather events and damages), the forum (pending legal proceedings), and the monetary aspects (significant financial liabilities, money damages for remedial measures). The linkage to climate change is clear through references to ""climate-related weather events"" and ""damages caused by climate change."" The procedural posture, dates, and checkable elements further enhance the specificity.

FINAL: highly specific",neither,liquid/lfm-3b
10,7,"The provided breakdown includes specific details directly related to climate litigation, such as the parties involved (states and municipalities vs. oil, natural gas, and coal producers), the legal actions (lawsuits seeking liability for climate-related weather events and damages), the regulatory context (GHG emissions reduction laws, climate-related weather events regulations), and the outcomes sought (money damages for remedial measures). The linkage to climate change is clear and specific, with direct references to climate-related weather events and damages. The details are precise and checkable, such as the exact number of lawsuits filed and the specific monetary amounts mentioned.

FINAL: highly specific",neither,liquid/lfm-3b
11,7,"{
  ""classification"": ""highly specific"",
  ""rationale"": ""The text provides precise details about climate litigation, including specific parties involved (states and municipalities vs. oil, natural gas, and coal producers), the nature of the legal actions (lawsuits seeking liability for climate-related weather events and damages), the regulatory context (GHG emissions reduction laws, climate-related weather events regulations, environmental laws and regulations), and the outcomes sought (money damages for remedial measures). The mention of a specific case title ('Note 20 – Commitments and Contingent Liabilities') and the quantification of potential liabilities ('significant financial liabilities and legal costs', 'money damages for remedial measures') further supports the high specificity of the climate litigation details."",
  ""final:""
}
text 1",neither,liquid/lfm-3b
12,7,"Text 2 is more specific about climate litigation, as it provides detailed information about regulatory actions, dates, and monetary amounts related to climate change. Text 1 does not contain any specific information about climate litigation.

FINAL: text 2",text 2,liquid/lfm-3b
